net,length_um
_05359_,4.46
_05582_,4.46
_05601_,4.46
_05710_,4.46
_05713_,4.46
_05750_,4.46
_05777_,4.46
_05790_,4.46
_05913_,4.46
_05958_,4.46
_06290_,4.46
_06448_,4.46
_06663_,4.46
_06664_,4.46
_06701_,4.46
_06817_,4.46
_06881_,4.46
_06966_,4.46
_06974_,4.46
_07121_,4.46
acc\[12\]\[10\],4.46
acc\[1\]\[6\],4.46
_01333_,4.45
_00513_,4.44
_04928_,4.44
_05779_,4.44
_05781_,4.44
_06893_,4.44
acc\[0\]\[6\],4.44
_00167_,4.42
_00355_,4.42
_00829_,4.42
_01764_,4.42
_02087_,4.42
_02337_,4.42
_03163_,4.42
_03757_,4.42
_04301_,4.42
_04413_,4.42
_04916_,4.42
_05360_,4.42
_06137_,4.42
_06317_,4.42
_06626_,4.42
acc\[14\]\[26\],4.42
_01550_,4.36
_01622_,4.36
_01683_,4.36
_01902_,4.36
_02786_,4.36
_03390_,4.36
_03469_,4.36
_03842_,4.36
_04780_,4.36
_05627_,4.36
_05849_,4.36
_06133_,4.36
_06328_,4.36
_06816_,4.36
_06947_,4.36
_07241_,4.36
_04231_,4.355
_00960_,4.34
_01131_,4.34
_01173_,4.34
_01586_,4.34
_01664_,4.34
_01765_,4.34
_01871_,4.34
_01885_,4.34
_01955_,4.34
_02078_,4.34
_02125_,4.34
_02285_,4.34
_02547_,4.34
_02942_,4.34
_03102_,4.34
_03153_,4.34
_03445_,4.34
_03865_,4.34
_03910_,4.34
_04108_,4.34
_04166_,4.34
_04326_,4.34
_04567_,4.34
_04576_,4.34
_04598_,4.34
_04794_,4.34
_04930_,4.34
_05032_,4.34
_05255_,4.34
_05256_,4.34
_05323_,4.34
_05372_,4.34
_05375_,4.34
_05526_,4.34
_05902_,4.34
_05964_,4.34
_06013_,4.34
_06055_,4.34
_06185_,4.34
_06422_,4.34
_06434_,4.34
_06520_,4.34
_06618_,4.34
_06795_,4.34
_06833_,4.34
_06915_,4.34
_06958_,4.34
_07009_,4.34
_07028_,4.34
_07055_,4.34
_07081_,4.34
_07105_,4.34
_07135_,4.34
acc\[1\]\[14\],4.34
acc\[1\]\[7\],4.34
acc\[2\]\[8\],4.34
acc\[6\]\[8\],4.34
_04215_,4.32
_04909_,4.32
_05742_,4.32
_00608_,4.27
_01920_,4.24
_02277_,4.24
_03415_,4.24
_04441_,4.24
_05449_,4.24
_07218_,4.24
_00071_,4.22
_00091_,4.22
_00132_,4.22
_00630_,4.22
_00823_,4.22
_01425_,4.22
_01560_,4.22
_02085_,4.22
_04162_,4.22
_05309_,4.22
_05344_,4.22
_05631_,4.22
_05703_,4.22
_05989_,4.22
_06274_,4.22
_06783_,4.22
acc\[7\]\[5\],4.22
_04964_,4.2
_00570_,4.17
_00737_,4.15
_00136_,4.145
_00389_,4.145
_01257_,4.14
_01421_,4.14
_01592_,4.14
_03659_,4.14
_04105_,4.14
_04253_,4.14
_04322_,4.14
_04805_,4.14
_05058_,4.14
_05071_,4.14
_05086_,4.14
_05524_,4.14
_05891_,4.14
_06717_,4.14
_07154_,4.14
_00296_,4.12
_05263_,4.12
_05654_,4.12
net61,4.12
net63,4.12
_01588_,4.1
_02732_,4.1
_03389_,4.1
_03471_,4.1
_03615_,4.1
_03818_,4.1
_04000_,4.1
_05469_,4.1
_06322_,4.1
_06982_,4.1
_00074_,4.08
_00255_,4.08
_00624_,4.08
_00644_,4.08
_00755_,4.08
_00815_,4.08
_00673_,4.07
_00809_,4.07
_00602_,4.05
_00987_,4.02
_01856_,4.02
_02612_,4.02
_02846_,4.02
_02934_,4.02
_02999_,4.02
_03175_,4.02
_03209_,4.02
_03316_,4.02
_03346_,4.02
_03380_,4.02
_03481_,4.02
_03663_,4.02
_03732_,4.02
_03764_,4.02
_03841_,4.02
_04017_,4.02
_04130_,4.02
_04217_,4.02
_04294_,4.02
_04397_,4.02
_04640_,4.02
_05816_,4.02
_05821_,4.02
_05859_,4.02
_05978_,4.02
_06724_,4.02
_06763_,4.02
_06957_,4.02
_07208_,4.02
_00065_,4
_00112_,4
_00259_,4
_00273_,4
_00283_,4
_00294_,4
_01267_,4
_01453_,4
_01476_,4
_01535_,4
_01555_,4
_01709_,4
_01785_,4
_02109_,4
_02177_,4
_02326_,4
_02351_,4
_02437_,4
_02479_,4
_02646_,4
_02847_,4
_03038_,4
_03247_,4
_03392_,4
_03479_,4
_03817_,4
_03838_,4
_03881_,4
_04143_,4
_04165_,4
_04476_,4
_04532_,4
_04548_,4
_04659_,4
_04827_,4
_04898_,4
_05029_,4
_05077_,4
_05092_,4
_05199_,4
_05329_,4
_05389_,4
_05411_,4
_05637_,4
_05651_,4
_05655_,4
_05910_,4
_06120_,4
_06129_,4
_06186_,4
_06213_,4
_06366_,4
_06407_,4
_06427_,4
_06444_,4
_06564_,4
_06603_,4
_06624_,4
_06636_,4
_06644_,4
_06825_,4
_06852_,4
_07140_,4
_07157_,4
acc\[14\]\[6\],4
acc\[3\]\[30\],4
acc\[6\]\[6\],4
net17,4
_03648_,3.98
_03855_,3.98
_04686_,3.98
_05846_,3.98
_06012_,3.98
_05768_,3.93
_01916_,3.9
_02200_,3.9
_02500_,3.9
_03021_,3.9
_04741_,3.9
_05000_,3.9
_05675_,3.9
_07073_,3.9
acc\[12\]\[9\],3.9
acc\[13\]\[5\],3.9
acc\[6\]\[29\],3.9
_00597_,3.88
_00914_,3.88
_01055_,3.88
_01207_,3.88
_01244_,3.88
_01595_,3.88
_01630_,3.88
_01890_,3.88
_02068_,3.88
_02112_,3.88
_02120_,3.88
_02238_,3.88
_02250_,3.88
_02306_,3.88
_02354_,3.88
_02419_,3.88
_02487_,3.88
_02531_,3.88
_02948_,3.88
_03290_,3.88
_03338_,3.88
_03646_,3.88
_03829_,3.88
_04040_,3.88
_04052_,3.88
_04061_,3.88
_04269_,3.88
_04371_,3.88
_04388_,3.88
_04468_,3.88
_04593_,3.88
_04718_,3.88
_04725_,3.88
_04726_,3.88
_04824_,3.88
_04835_,3.88
_04840_,3.88
_04906_,3.88
_05060_,3.88
_05204_,3.88
_05301_,3.88
_05303_,3.88
_05335_,3.88
_05346_,3.88
_05399_,3.88
_05473_,3.88
_05569_,3.88
_05576_,3.88
_05671_,3.88
_05680_,3.88
_05712_,3.88
_06042_,3.88
_06273_,3.88
_06337_,3.88
_06369_,3.88
_06438_,3.88
_06469_,3.88
_06483_,3.88
_06686_,3.88
_06774_,3.88
_06859_,3.88
_06950_,3.88
acc\[0\]\[21\],3.88
acc\[2\]\[31\],3.88
acc\[6\]\[31\],3.88
_05988_,3.875
_00942_,3.86
_01329_,3.86
_03138_,3.86
_05352_,3.86
_00410_,3.83
_00617_,3.81
_00833_,3.81
_01092_,3.78
_01456_,3.78
_02935_,3.78
_03568_,3.78
_05094_,3.78
acc\[4\]\[15\],3.78
acc\[5\]\[30\],3.78
_05999_,3.765
_00465_,3.76
_00496_,3.76
_00832_,3.76
_02924_,3.76
_03208_,3.76
_03507_,3.76
_03780_,3.76
_04158_,3.76
_04597_,3.76
_04782_,3.76
_05926_,3.76
_05935_,3.76
_07003_,3.76
_03124_,3.74
_00454_,3.71
_00458_,3.69
_00740_,3.69
_00382_,3.685
_03490_,3.68
_03826_,3.68
_04550_,3.68
_04698_,3.68
_04999_,3.68
_05084_,3.68
_05952_,3.68
_06193_,3.68
_06549_,3.68
_00105_,3.66
_00242_,3.66
_00469_,3.66
_00775_,3.66
_03371_,3.66
_05052_,3.66
_04001_,3.64
_00429_,3.61
_03311_,3.6
_00413_,3.59
_00696_,3.59
_03917_,3.59
_03362_,3.58
_01016_,3.56
_01424_,3.56
_01582_,3.56
_01742_,3.56
_01767_,3.56
_01815_,3.56
_01878_,3.56
_01965_,3.56
_02004_,3.56
_02005_,3.56
_02057_,3.56
_02255_,3.56
_02276_,3.56
_02279_,3.56
_02417_,3.56
_02420_,3.56
_02458_,3.56
_02558_,3.56
_02811_,3.56
_03183_,3.56
_03255_,3.56
_03543_,3.56
_03904_,3.56
_04129_,3.56
_04470_,3.56
_04819_,3.56
_04936_,3.56
_05361_,3.56
_05417_,3.56
_05532_,3.56
_05579_,3.56
_05871_,3.56
_06039_,3.56
_06092_,3.56
_06112_,3.56
_06397_,3.56
_06809_,3.56
_06884_,3.56
_07007_,3.56
_07161_,3.56
_07216_,3.56
_00115_,3.54
_00117_,3.54
_00264_,3.54
_00272_,3.54
_00555_,3.54
_00777_,3.54
_00885_,3.54
_01067_,3.54
_01163_,3.54
_01254_,3.54
_01488_,3.54
_02179_,3.54
_02244_,3.54
_02272_,3.54
_02695_,3.54
_02899_,3.54
_02973_,3.54
_03086_,3.54
_03168_,3.54
_03297_,3.54
_03422_,3.54
_03525_,3.54
_03577_,3.54
_03760_,3.54
_03815_,3.54
_03885_,3.54
_03941_,3.54
_04074_,3.54
_04080_,3.54
_04095_,3.54
_04204_,3.54
_04255_,3.54
_04438_,3.54
_04493_,3.54
_04529_,3.54
_04747_,3.54
_04863_,3.54
_04912_,3.54
_04955_,3.54
_05051_,3.54
_05064_,3.54
_05070_,3.54
_05219_,3.54
_05284_,3.54
_05511_,3.54
_05594_,3.54
_05596_,3.54
_05963_,3.54
_06146_,3.54
_06158_,3.54
_06177_,3.54
_06292_,3.54
_06344_,3.54
_06364_,3.54
_06382_,3.54
_06605_,3.54
_06668_,3.54
_06796_,3.54
_06806_,3.54
_06939_,3.54
_07012_,3.54
_07146_,3.54
acc\[1\]\[13\],3.54
acc\[3\]\[31\],3.54
net69,3.54
_00628_,3.52
_03555_,3.52
_05382_,3.52
acc\[4\]\[13\],3.52
_00633_,3.49
_00690_,3.49
_01847_,3.44
_02715_,3.44
_02874_,3.44
_02964_,3.44
_03550_,3.44
_03570_,3.44
_03664_,3.44
_03810_,3.44
_04146_,3.44
_04694_,3.44
_04715_,3.44
_04756_,3.44
_05076_,3.44
_05845_,3.44
_06068_,3.44
_06245_,3.44
_06986_,3.44
_07059_,3.44
_07127_,3.44
_00870_,3.42
_00934_,3.42
_00991_,3.42
_01134_,3.42
_01356_,3.42
_01403_,3.42
_01654_,3.42
_01861_,3.42
_01934_,3.42
_01947_,3.42
_02088_,3.42
_02142_,3.42
_02503_,3.42
_02596_,3.42
_02630_,3.42
_02814_,3.42
_02867_,3.42
_02880_,3.42
_02976_,3.42
_03369_,3.42
_03611_,3.42
_03633_,3.42
_03637_,3.42
_03742_,3.42
_03875_,3.42
_04315_,3.42
_04434_,3.42
_04546_,3.42
_04590_,3.42
_04606_,3.42
_04630_,3.42
_04776_,3.42
_04940_,3.42
_05160_,3.42
_05246_,3.42
_05287_,3.42
_05354_,3.42
_05367_,3.42
_05436_,3.42
_05513_,3.42
_05685_,3.42
_05702_,3.42
_05807_,3.42
_06130_,3.42
_06553_,3.42
_06658_,3.42
_06863_,3.42
_06889_,3.42
_06898_,3.42
_06938_,3.42
_07100_,3.42
_07134_,3.42
_07141_,3.42
acc\[11\]\[21\],3.42
acc\[7\]\[11\],3.42
_00462_,3.4
_04660_,3.4
_00397_,3.385
_00441_,3.37
_00545_,3.35
_01824_,3.32
_03822_,3.32
_04034_,3.32
_05368_,3.32
_00483_,3.3
_00503_,3.3
_00507_,3.3
_00639_,3.3
_00660_,3.3
_00798_,3.3
_02777_,3.3
_03060_,3.3
_03193_,3.3
_03440_,3.3
_03868_,3.3
_03873_,3.3
_05025_,3.3
_06051_,3.3
_06511_,3.3
acc\[10\]\[6\],3.3
_02796_,3.28
_00588_,3.23
_00186_,3.225
_02099_,3.22
_02156_,3.22
_02167_,3.22
_03701_,3.22
_04552_,3.22
_05003_,3.22
_05139_,3.22
_05268_,3.22
_06904_,3.22
acc\[14\]\[23\],3.22
_00062_,3.2
_00086_,3.2
_00093_,3.2
_00097_,3.2
_00118_,3.2
_00139_,3.2
_00219_,3.2
_00325_,3.2
_00372_,3.2
_00746_,3.2
_01851_,3.2
_03185_,3.2
_00615_,3.18
_03256_,3.18
_03344_,3.18
_04778_,3.18
_06699_,3.18
_04317_,3.175
_00658_,3.15
_00686_,3.13
acc\[6\]\[28\],3.13
_00111_,3.1
_00114_,3.1
_00128_,3.1
_00196_,3.1
_00251_,3.1
_00282_,3.1
_01563_,3.1
_01596_,3.1
_01789_,3.1
_01940_,3.1
_01954_,3.1
_02207_,3.1
_02235_,3.1
_02698_,3.1
_03177_,3.1
_03232_,3.1
_03266_,3.1
_03282_,3.1
_03541_,3.1
_03579_,3.1
_03668_,3.1
_03751_,3.1
_03776_,3.1
_04006_,3.1
_04111_,3.1
_04205_,3.1
_04243_,3.1
_04353_,3.1
_04513_,3.1
_04757_,3.1
_05187_,3.1
_05208_,3.1
_05512_,3.1
_05580_,3.1
_05925_,3.1
_05947_,3.1
_06311_,3.1
_06396_,3.1
_06408_,3.1
_06617_,3.1
_06751_,3.1
_06900_,3.1
_06960_,3.1
_07065_,3.1
_07086_,3.1
_07117_,3.1
_07173_,3.1
_07235_,3.1
acc\[0\]\[13\],3.1
_00004_,3.08
_00033_,3.08
_00141_,3.08
_00238_,3.08
_00396_,3.08
_00890_,3.08
_00954_,3.08
_00986_,3.08
_01195_,3.08
_01368_,3.08
_01497_,3.08
_01503_,3.08
_01619_,3.08
_01730_,3.08
_01794_,3.08
_01891_,3.08
_01917_,3.08
_01950_,3.08
_02022_,3.08
_02132_,3.08
_02343_,3.08
_02447_,3.08
_02508_,3.08
_02714_,3.08
_02871_,3.08
_02907_,3.08
_03069_,3.08
_03154_,3.08
_03213_,3.08
_03358_,3.08
_03536_,3.08
_03610_,3.08
_03939_,3.08
_03989_,3.08
_04119_,3.08
_04222_,3.08
_04227_,3.08
_04349_,3.08
_04361_,3.08
_04382_,3.08
_04535_,3.08
_04543_,3.08
_04854_,3.08
_04875_,3.08
_04888_,3.08
_04986_,3.08
_05127_,3.08
_05141_,3.08
_05409_,3.08
_05500_,3.08
_05574_,3.08
_05743_,3.08
_05806_,3.08
_05852_,3.08
_05961_,3.08
_06015_,3.08
_06109_,3.08
_06160_,3.08
_06357_,3.08
_06545_,3.08
_06575_,3.08
_06650_,3.08
_06726_,3.08
_06735_,3.08
_06800_,3.08
_06836_,3.08
_06875_,3.08
_06929_,3.08
_07113_,3.08
_07149_,3.08
_07162_,3.08
_07190_,3.08
_07201_,3.08
acc\[12\]\[12\],3.08
acc\[12\]\[5\],3.08
acc\[1\]\[24\],3.08
net74,3.08
_00500_,3.03
_00600_,3.03
_00763_,3.03
_01999_,3.01
_02054_,3
_00392_,2.98
_01416_,2.98
_01720_,2.98
_01919_,2.98
_02115_,2.98
_02519_,2.98
_02639_,2.98
_02656_,2.98
_02766_,2.98
_03020_,2.98
_03056_,2.98
_03324_,2.98
_03947_,2.98
_04212_,2.98
_05353_,2.98
_06512_,2.98
_06670_,2.98
_06882_,2.98
_05987_,2.965
_00168_,2.96
_00476_,2.96
_00871_,2.96
_00930_,2.96
_01040_,2.96
_01107_,2.96
_01338_,2.96
_01545_,2.96
_01583_,2.96
_01974_,2.96
_01993_,2.96
_02144_,2.96
_02180_,2.96
_02192_,2.96
_02256_,2.96
_02269_,2.96
_02281_,2.96
_02391_,2.96
_02438_,2.96
_02647_,2.96
_02853_,2.96
_03048_,2.96
_03066_,2.96
_03106_,2.96
_03184_,2.96
_03331_,2.96
_03566_,2.96
_03598_,2.96
_03608_,2.96
_03621_,2.96
_03631_,2.96
_03809_,2.96
_03971_,2.96
_04056_,2.96
_04247_,2.96
_04259_,2.96
_04273_,2.96
_04538_,2.96
_04797_,2.96
_04921_,2.96
_04967_,2.96
_05207_,2.96
_05248_,2.96
_05403_,2.96
_05534_,2.96
_05544_,2.96
_05797_,2.96
_05824_,2.96
_05904_,2.96
_05914_,2.96
_05971_,2.96
_05979_,2.96
_06238_,2.96
_06256_,2.96
_06262_,2.96
_06278_,2.96
_06354_,2.96
_06368_,2.96
_06384_,2.96
_06496_,2.96
_06609_,2.96
_06627_,2.96
_06824_,2.96
_06840_,2.96
_06934_,2.96
_06988_,2.96
_07023_,2.96
_07043_,2.96
_07060_,2.96
_07230_,2.96
net50,2.96
_00106_,2.925
_00508_,2.89
_00542_,2.89
_00626_,2.89
_00721_,2.89
_00762_,2.89
_03554_,2.86
_04373_,2.86
_04584_,2.86
_04968_,2.86
_02349_,2.855
_00157_,2.84
_00176_,2.84
_00402_,2.84
_00407_,2.84
_00411_,2.84
_00435_,2.84
_00455_,2.84
_00482_,2.84
_00488_,2.84
_00490_,2.84
_00499_,2.84
_00523_,2.84
_00527_,2.84
_00564_,2.84
_00576_,2.84
_00579_,2.84
_00580_,2.84
_00609_,2.84
_00641_,2.84
_00651_,2.84
_00656_,2.84
_00662_,2.84
_00674_,2.84
_00679_,2.84
_00683_,2.84
_00698_,2.84
_00703_,2.84
_00704_,2.84
_00711_,2.84
_00716_,2.84
_00720_,2.84
_00725_,2.84
_00728_,2.84
_00752_,2.84
_00760_,2.84
_00774_,2.84
_00783_,2.84
_00797_,2.84
_00808_,2.84
_00830_,2.84
_04655_,2.84
_04132_,2.835
_00416_,2.77
_00100_,2.765
net59,2.765
_01269_,2.76
_01800_,2.76
_02056_,2.76
_02548_,2.76
_02939_,2.76
_03647_,2.76
_04188_,2.76
_04514_,2.76
_04554_,2.76
_04823_,2.76
_05040_,2.76
_05810_,2.76
_06346_,2.76
_06388_,2.76
_06418_,2.76
_07109_,2.76
acc\[12\]\[4\],2.76
acc\[14\]\[21\],2.76
_00138_,2.74
_00156_,2.74
_00162_,2.74
_00200_,2.74
_00204_,2.74
_00331_,2.74
_00369_,2.74
_00427_,2.74
_00487_,2.74
_00745_,2.74
_01593_,2.74
_03360_,2.74
_03890_,2.74
_05423_,2.74
_05673_,2.74
_06106_,2.74
_07048_,2.74
_00415_,2.72
_00655_,2.72
_01448_,2.72
_06890_,2.72
_07035_,2.72
acc\[14\]\[16\],2.72
_04977_,2.7
_05767_,2.7
_00406_,2.69
_00453_,2.69
_00481_,2.69
_00492_,2.69
_00550_,2.69
_00569_,2.69
_00590_,2.69
_00618_,2.69
_00632_,2.69
_00761_,2.69
_00768_,2.69
_00801_,2.69
_04915_,2.67
_04858_,2.66
_05640_,2.65
_01270_,2.64
_01430_,2.64
_01472_,2.64
_01621_,2.64
_01733_,2.64
_01791_,2.64
_02072_,2.64
_02152_,2.64
_02187_,2.64
_02452_,2.64
_02940_,2.64
_03114_,2.64
_03241_,2.64
_03253_,2.64
_03322_,2.64
_03356_,2.64
_03423_,2.64
_03538_,2.64
_03596_,2.64
_03740_,2.64
_03862_,2.64
_03930_,2.64
_04067_,2.64
_04324_,2.64
_04503_,2.64
_04580_,2.64
_04816_,2.64
_05435_,2.64
_05666_,2.64
_06415_,2.64
_06488_,2.64
_06555_,2.64
_06622_,2.64
_06684_,2.64
_06851_,2.64
_07103_,2.64
_07159_,2.64
_07248_,2.64
_00042_,2.62
_00110_,2.62
_00130_,2.62
_00140_,2.62
_00153_,2.62
_00678_,2.62
_00997_,2.62
_01002_,2.62
_01097_,2.62
_01101_,2.62
_01363_,2.62
_01372_,2.62
_01568_,2.62
_01671_,2.62
_01882_,2.62
_01992_,2.62
_02089_,2.62
_02127_,2.62
_02330_,2.62
_02359_,2.62
_02537_,2.62
_02901_,2.62
_03026_,2.62
_03292_,2.62
_03300_,2.62
_03514_,2.62
_03770_,2.62
_03982_,2.62
_03995_,2.62
_04206_,2.62
_04240_,2.62
_04384_,2.62
_04405_,2.62
_04428_,2.62
_04581_,2.62
_04628_,2.62
_04731_,2.62
_04761_,2.62
_04814_,2.62
_04826_,2.62
_05062_,2.62
_05174_,2.62
_05289_,2.62
_05299_,2.62
_05487_,2.62
_05551_,2.62
_05563_,2.62
_05630_,2.62
_05708_,2.62
_05764_,2.62
_05840_,2.62
_05854_,2.62
_05898_,2.62
_05936_,2.62
_05994_,2.62
_06080_,2.62
_06327_,2.62
_06410_,2.62
_06534_,2.62
_06539_,2.62
_06610_,2.62
_06710_,2.62
_06771_,2.62
_06873_,2.62
_06902_,2.62
_06921_,2.62
_06942_,2.62
net55,2.62
_00443_,2.57
_00525_,2.57
_00526_,2.57
_00744_,2.57
_00802_,2.57
_05866_,2.54
_03320_,2.53
_01325_,2.52
_01717_,2.52
_02346_,2.52
_02491_,2.52
_03576_,2.52
_03726_,2.52
_06871_,2.52
_06883_,2.52
_00486_,2.5
_00572_,2.5
_00846_,2.5
_00978_,2.5
_00981_,2.5
_00993_,2.5
_01068_,2.5
_01219_,2.5
_01226_,2.5
_01249_,2.5
_01320_,2.5
_01458_,2.5
_01578_,2.5
_01778_,2.5
_01790_,2.5
_01886_,2.5
_01943_,2.5
_02018_,2.5
_02370_,2.5
_02405_,2.5
_02545_,2.5
_03100_,2.5
_03167_,2.5
_03315_,2.5
_03327_,2.5
_03612_,2.5
_03687_,2.5
_03698_,2.5
_03721_,2.5
_03775_,2.5
_03840_,2.5
_03847_,2.5
_03969_,2.5
_04023_,2.5
_04028_,2.5
_04072_,2.5
_04083_,2.5
_04088_,2.5
_04220_,2.5
_04369_,2.5
_04375_,2.5
_04449_,2.5
_04601_,2.5
_04666_,2.5
_04671_,2.5
_04867_,2.5
_04942_,2.5
_04983_,2.5
_04995_,2.5
_05013_,2.5
_05028_,2.5
_05087_,2.5
_05297_,2.5
_05313_,2.5
_05416_,2.5
_05537_,2.5
_05557_,2.5
_05602_,2.5
_05727_,2.5
_05801_,2.5
_05834_,2.5
_05950_,2.5
_05966_,2.5
_06099_,2.5
_06148_,2.5
_06152_,2.5
_06188_,2.5
_06196_,2.5
_06250_,2.5
_06479_,2.5
_06537_,2.5
_06861_,2.5
_06976_,2.5
_07180_,2.5
_07187_,2.5
acc\[12\]\[31\],2.5
acc\[9\]\[31\],2.5
net14,2.5
_00337_,2.465
_00361_,2.465
_00547_,2.43
_00657_,2.43
_00747_,2.43
_00749_,2.43
_05056_,2.4
_06573_,2.4
_00401_,2.38
_00424_,2.38
_00437_,2.38
_00440_,2.38
_00471_,2.38
_00474_,2.38
_00477_,2.38
_00514_,2.38
_00519_,2.38
_00529_,2.38
_00530_,2.38
_00534_,2.38
_00540_,2.38
_00577_,2.38
_00595_,2.38
_00621_,2.38
_00646_,2.38
_00647_,2.38
_00650_,2.38
_00654_,2.38
_00663_,2.38
_00665_,2.38
_00668_,2.38
_00670_,2.38
_00671_,2.38
_00676_,2.38
_00692_,2.38
_00694_,2.38
_00706_,2.38
_00708_,2.38
_00712_,2.38
_00717_,2.38
_00718_,2.38
_00754_,2.38
_00772_,2.38
_00776_,2.38
_00782_,2.38
_00806_,2.38
_00810_,2.38
_00825_,2.38
_00826_,2.38
_00831_,2.38
_00103_,2.3
_01078_,2.3
_01246_,2.3
_01676_,2.3
_03436_,2.3
_03645_,2.3
_04118_,2.3
_04962_,2.3
_05422_,2.3
_05731_,2.3
_06052_,2.3
_06482_,2.3
_06667_,2.3
_06778_,2.3
_07229_,2.3
acc\[14\]\[18\],2.3
_00120_,2.28
_00295_,2.28
_02385_,2.28
_04849_,2.28
_05539_,2.28
_02216_,2.245
_00412_,2.23
_00420_,2.23
_00425_,2.23
_00430_,2.23
_00436_,2.23
_00450_,2.23
_00451_,2.23
_00461_,2.23
_00464_,2.23
_00467_,2.23
_00479_,2.23
_00480_,2.23
_00489_,2.23
_00494_,2.23
_00498_,2.23
_00501_,2.23
_00504_,2.23
_00505_,2.23
_00510_,2.23
_00521_,2.23
_00528_,2.23
_00532_,2.23
_00533_,2.23
_00537_,2.23
_00541_,2.23
_00546_,2.23
_00549_,2.23
_00552_,2.23
_00557_,2.23
_00561_,2.23
_00562_,2.23
_00571_,2.23
_00573_,2.23
_00574_,2.23
_00575_,2.23
_00582_,2.23
_00585_,2.23
_00596_,2.23
_00598_,2.23
_00603_,2.23
_00606_,2.23
_00610_,2.23
_00611_,2.23
_00612_,2.23
_00613_,2.23
_00619_,2.23
_00620_,2.23
_00622_,2.23
_00631_,2.23
_00635_,2.23
_00637_,2.23
_00638_,2.23
_00645_,2.23
_00649_,2.23
_00653_,2.23
_00661_,2.23
_00669_,2.23
_00675_,2.23
_00689_,2.23
_00693_,2.23
_00695_,2.23
_00697_,2.23
_00701_,2.23
_00705_,2.23
_00710_,2.23
_00715_,2.23
_00719_,2.23
_00729_,2.23
_00730_,2.23
_00734_,2.23
_00742_,2.23
_00743_,2.23
_00751_,2.23
_00753_,2.23
_00756_,2.23
_00758_,2.23
_00764_,2.23
_00766_,2.23
_00767_,2.23
_00769_,2.23
_00770_,2.23
_00773_,2.23
_00779_,2.23
_00780_,2.23
_00791_,2.23
_00795_,2.23
_00799_,2.23
_00800_,2.23
_00813_,2.23
_00818_,2.23
_00827_,2.23
_00444_,2.21
_00491_,2.21
_00502_,2.21
_00605_,2.21
_00738_,2.21
_00757_,2.21
_04509_,2.21
_07133_,2.2
_01400_,2.18
_01438_,2.18
_01542_,2.18
_01646_,2.18
_01668_,2.18
_01686_,2.18
_01711_,2.18
_01754_,2.18
_01898_,2.18
_02204_,2.18
_02227_,2.18
_02362_,2.18
_02517_,2.18
_02822_,2.18
_02947_,2.18
_02955_,2.18
_03113_,2.18
_03225_,2.18
_03303_,2.18
_03307_,2.18
_03463_,2.18
_03522_,2.18
_03606_,2.18
_03703_,2.18
_03710_,2.18
_03720_,2.18
_03790_,2.18
_03843_,2.18
_03870_,2.18
_03914_,2.18
_04043_,2.18
_04154_,2.18
_04201_,2.18
_04335_,2.18
_04425_,2.18
_04435_,2.18
_04469_,2.18
_04517_,2.18
_04680_,2.18
_04704_,2.18
_04766_,2.18
_04944_,2.18
_04951_,2.18
_04992_,2.18
_05006_,2.18
_05016_,2.18
_05033_,2.18
_05075_,2.18
_05078_,2.18
_05184_,2.18
_05203_,2.18
_05237_,2.18
_05350_,2.18
_05456_,2.18
_05482_,2.18
_05495_,2.18
_05496_,2.18
_05728_,2.18
_05861_,2.18
_05940_,2.18
_06104_,2.18
_06123_,2.18
_06323_,2.18
_06342_,2.18
_06378_,2.18
_06401_,2.18
_06646_,2.18
_06676_,2.18
_06741_,2.18
_06757_,2.18
_06792_,2.18
_06820_,2.18
_06849_,2.18
_06876_,2.18
_06944_,2.18
_07036_,2.18
_07240_,2.18
_07243_,2.18
_07245_,2.18
_00426_,2.16
_00449_,2.16
_00495_,2.16
_00497_,2.16
_00625_,2.16
_00681_,2.16
_00863_,2.16
_01177_,2.16
_01314_,2.16
_01330_,2.16
_01516_,2.16
_01624_,2.16
_01706_,2.16
_01899_,2.16
_02195_,2.16
_02267_,2.16
_02314_,2.16
_02318_,2.16
_02392_,2.16
_02489_,2.16
_02706_,2.16
_02843_,2.16
_02956_,2.16
_03108_,2.16
_03245_,2.16
_03372_,2.16
_03421_,2.16
_03444_,2.16
_03747_,2.16
_03820_,2.16
_03944_,2.16
_03952_,2.16
_04048_,2.16
_04098_,2.16
_04100_,2.16
_04184_,2.16
_04191_,2.16
_04208_,2.16
_04234_,2.16
_04248_,2.16
_04249_,2.16
_04572_,2.16
_04607_,2.16
_04769_,2.16
_04786_,2.16
_04806_,2.16
_04836_,2.16
_04891_,2.16
_04979_,2.16
_05024_,2.16
_05043_,2.16
_05046_,2.16
_05173_,2.16
_05195_,2.16
_05320_,2.16
_05349_,2.16
_05356_,2.16
_05377_,2.16
_05385_,2.16
_05390_,2.16
_05668_,2.16
_05813_,2.16
_05876_,2.16
_05899_,2.16
_05983_,2.16
_06036_,2.16
_06073_,2.16
_06107_,2.16
_06119_,2.16
_06309_,2.16
_06335_,2.16
_06345_,2.16
_06485_,2.16
_06491_,2.16
_06556_,2.16
_06607_,2.16
_06620_,2.16
_06814_,2.16
_06838_,2.16
_06842_,2.16
_06844_,2.16
_06853_,2.16
_06955_,2.16
_06963_,2.16
_07246_,2.16
acc\[10\]\[8\],2.16
